_id,crime_id,timestamp,location.type,location.coordinates[0],location.coordinates[1],crime_type,description,severity,status,officer_in_charge.name,officer_in_charge.badge,evidence[0],evidence[1],evidence[2],tags[0],tags[1],tags[2],witnesses[0].name,witnesses[1].name,witnesses[2].name,witnesses[0].contact,witnesses[1].contact,witnesses[2].contact
67e0f450f10dbf0e224c9d57,CID_489,2025-03-12T05:43:10.615Z,Point,80.185003,12.902962,Human Trafficking,Illegal trafficking operation uncovered,Critical,Under Investigation,Narcotics Officer Surya,TNPD-939,Phone Records,DNA Sample,,street_crime,property_crime,public_disturbance,Person 14,Person 7,Person 5,+916287335171,+917190048159,+918322404510
67e0f450f10dbf0e224c9d58,CID_490,2025-03-01T05:43:10.615Z,Point,80.1984,12.999924,Rape,Sexual assault reported near isolated area,Critical,Open,Sub-Inspector Kumar,TNPD-642,Eyewitness Testimony,DNA Sample,Phone Records,financial,,,Person 38,Person 51,,+919223734772,+918776900469,
67e0f450f10dbf0e224c9d59,CID_491,2025-02-27T05:43:10.615Z,Point,80.280866,12.958032,Vandalism,Graffiti on government buildings,Low,Under Investigation,Officer Vijay,TNPD-203,CCTV Footage,DNA Sample,Phone Records,public_disturbance,violence,,Person 87,,,+916727777020,,
67e0f450f10dbf0e224c9d5a,CID_492,2025-03-07T05:43:10.615Z,Point,80.101722,12.903281,Vandalism,Graffiti on government buildings,Low,Under Investigation,Inspector Suresh,TNPD-192,Eyewitness Testimony,,,organized_crime,cyber,,Person 30,Person 1,Person 46,+918254380570,+917514380708,+916327445947
67e0f450f10dbf0e224c9d5b,CID_493,2025-03-02T05:43:10.615Z,Point,80.121824,12.927336,Human Trafficking,Illegal trafficking operation uncovered,Critical,Open,Officer Dinesh,TNPD-533,Phone Records,,,financial,,,Person 46,Person 63,Person 33,+917162396406,+919725694005,+917014256852
67e0f450f10dbf0e224c9d5c,CID_494,2025-03-23T05:43:10.615Z,Point,80.125555,13.003892,Drug Possession,Drug trade suspected in abandoned house,High,Under Investigation,Officer Dinesh,TNPD-859,Eyewitness Testimony,DNA Sample,,public_disturbance,,,Person 39,Person 84,,+919680898920,+919418480212,
67e0f450f10dbf0e224c9d5d,CID_495,2025-02-22T05:43:10.615Z,Point,80.254351,13.096789,Murder,Dead body found near railway track,Critical,Closed,Officer Anita,TNPD-684,Eyewitness Testimony,,,organized_crime,narcotics,,Person 95,,,+919562833533,,
67e0f450f10dbf0e224c9d5e,CID_496,2025-03-14T05:43:10.615Z,Point,80.136575,13.005575,Burglary,Home burglary in residential area,High,Under Investigation,Inspector Suresh,TNPD-423,Phone Records,Weapon Found,,violence,financial,,Person 21,Person 8,,+916208723068,+918170138965,
67e0f450f10dbf0e224c9d5f,CID_497,2025-03-04T05:43:10.615Z,Point,80.1928,13.051551,Drug Possession,Drug trade suspected in abandoned house,High,Open,Narcotics Officer Surya,TNPD-379,CCTV Footage,Weapon Found,,property_crime,organized_crime,,Person 27,,,+916179545744,,
67e0f450f10dbf0e224c9d60,CID_498,2025-02-22T05:43:10.615Z,Point,80.288565,13.069719,Arson,Suspected arson at marketplace,High,Pending Review,Inspector Suresh,TNPD-420,Eyewitness Testimony,,,night,,,Person 93,,,+919076935995,,
67e0f450f10dbf0e224c9d61,CID_499,2025-03-12T05:43:10.615Z,Point,80.149605,13.081092,Kidnapping,Child kidnapping attempt foiled,Critical,Under Investigation,Officer Vijay,TNPD-849,Phone Records,Eyewitness Testimony,CCTV Footage,public_disturbance,cyber,,Person 59,Person 92,,+916974481925,+919147973222,
67e0f450f10dbf0e224c9d62,CID_500,2025-03-15T05:43:10.615Z,Point,80.17556,12.967642,Extortion,Criminal gang demanding protection money,High,Pending Review,Inspector Meera,TNPD-421,Weapon Found,Eyewitness Testimony,Phone Records,street_crime,,,Person 60,Person 37,Person 84,+918857372212,+916988593610,+916446629080
67e0f450f10dbf0e224c9d63,CID_501,2025-02-24T05:43:10.615Z,Point,80.132745,13.073564,Murder,Homicide case in residential complex,Critical,Closed,Sub-Inspector Kumar,TNPD-653,DNA Sample,CCTV Footage,,night,street_crime,,Person 10,Person 100,,+919220033596,+919519836768,
67e0f450f10dbf0e224c9d64,CID_502,2025-03-24T05:43:10.615Z,Point,80.219222,13.005783,Arson,Deliberate fire set in warehouse,High,Pending Review,Inspector Suresh,TNPD-375,DNA Sample,,,property_crime,organized_crime,,Person 40,,,+917439464358,,
67e0f450f10dbf0e224c9d65,CID_503,2025-03-06T05:43:10.615Z,Point,80.224967,12.904041,Hit and Run,Speeding vehicle hit pedestrian and fled,Critical,Under Investigation,Officer Anita,TNPD-472,Eyewitness Testimony,,,violence,,,,,,,,
67e0f450f10dbf0e224c9d66,CID_504,2025-02-24T05:43:10.615Z,Point,80.28237,13.064881,Hit and Run,Cyclist injured in hit-and-run accident,Critical,Closed,Inspector Ramesh,TNPD-547,CCTV Footage,,,narcotics,organized_crime,,Person 35,Person 25,,+919859675490,+916928936217,
67e0f450f10dbf0e224c9d67,CID_505,2025-03-03T05:43:10.615Z,Point,80.291415,12.908483,Arson,Suspected arson at marketplace,High,Open,Inspector Suresh,TNPD-690,Phone Records,Weapon Found,DNA Sample,public_disturbance,cyber,,Person 42,,,+916672291501,,
67e0f450f10dbf0e224c9d68,CID_506,2025-03-06T05:43:10.615Z,Point,80.270237,13.086552,Fraud,Credit card fraud at shopping mall,Medium,Open,Officer Priya,TNPD-717,Weapon Found,CCTV Footage,,public_disturbance,property_crime,day,,,,,,
67e0f450f10dbf0e224c9d69,CID_507,2025-03-14T05:43:10.615Z,Point,80.168901,12.980029,Extortion,Criminal gang demanding protection money,High,Under Investigation,Officer Priya,TNPD-126,DNA Sample,Weapon Found,Eyewitness Testimony,violence,day,cyber,Person 39,Person 96,Person 29,+917179577908,+918802730559,+917227742486
67e0f450f10dbf0e224c9d6a,CID_508,2025-03-03T05:43:10.615Z,Point,80.269056,13.059618,Human Trafficking,Children rescued from trafficking network,Critical,Open,Narcotics Officer Surya,TNPD-207,Phone Records,Weapon Found,CCTV Footage,day,,,Person 1,Person 33,,+916150202029,+918086712248,
67e0f450f10dbf0e224c9d6b,CID_509,2025-03-02T05:43:10.615Z,Point,80.181467,12.914639,Vandalism,Car vandalism in parking lot,Low,Under Investigation,Officer Vijay,TNPD-157,DNA Sample,Weapon Found,Phone Records,public_disturbance,narcotics,violence,,,,,,
67e0f450f10dbf0e224c9d6c,CID_510,2025-02-25T05:43:10.615Z,Point,80.204788,13.056245,Murder,Gang violence led to fatality,Critical,Open,Sub-Inspector Kumar,TNPD-526,Eyewitness Testimony,DNA Sample,,narcotics,night,property_crime,,,,,,
67e0f450f10dbf0e224c9d6d,CID_511,2025-03-20T05:43:10.615Z,Point,80.170289,12.998462,Human Trafficking,Children rescued from trafficking network,Critical,Open,Narcotics Officer Surya,TNPD-443,Eyewitness Testimony,Weapon Found,Phone Records,day,financial,,Person 95,Person 29,,+919970725036,+918655105336,
67e0f450f10dbf0e224c9d6e,CID_512,2025-03-19T05:43:10.615Z,Point,80.29412,13.033136,Murder,Homicide case in residential complex,Critical,Under Investigation,Inspector Ramesh,TNPD-275,DNA Sample,Eyewitness Testimony,,financial,day,,Person 8,Person 75,Person 43,+916876429118,+917031687559,+916538594907
67e0f450f10dbf0e224c9d6f,CID_513,2025-03-20T05:43:10.615Z,Point,80.114809,13.025175,Drug Possession,Illegal substances found during routine check,High,Open,Narcotics Officer Surya,TNPD-795,DNA Sample,,,cyber,street_crime,,Person 33,,,+918129201829,,
67e0f450f10dbf0e224c9d70,CID_514,2025-02-28T05:43:10.615Z,Point,80.135556,12.933112,Drug Possession,Drug trade suspected in abandoned house,High,Under Investigation,Narcotics Officer Surya,TNPD-168,Phone Records,,,night,property_crime,,Person 19,Person 37,,+916479916243,+916227573590,
67e0f450f10dbf0e224c9d71,CID_515,2025-02-24T05:43:10.615Z,Point,80.240203,13.085944,Vandalism,Graffiti on government buildings,Low,Under Investigation,Officer Vijay,TNPD-401,Eyewitness Testimony,,,violence,financial,,Person 75,Person 30,Person 76,+918183131852,+919326095594,+917331168007
67e0f450f10dbf0e224c9d72,CID_516,2025-03-14T05:43:10.615Z,Point,80.19179,13.087214,Theft,Snatch theft near ATM,Medium,Pending Review,Officer Vijay,TNPD-805,CCTV Footage,,,cyber,,,Person 40,,,+919207188387,,
67e0f450f10dbf0e224c9d73,CID_517,2025-03-05T05:43:10.615Z,Point,80.206645,13.000205,Human Trafficking,Children rescued from trafficking network,Critical,Pending Review,Officer Dinesh,TNPD-571,CCTV Footage,,,street_crime,,,Person 91,Person 19,,+918306114548,+917377762110,
67e0f450f10dbf0e224c9d74,CID_518,2025-03-08T05:43:10.615Z,Point,80.183012,12.938313,Kidnapping,Abduction case reported,Critical,Open,Inspector Suresh,TNPD-833,DNA Sample,,,street_crime,violence,financial,Person 31,Person 64,Person 2,+916284706584,+916339887341,+916674170930
67e0f450f10dbf0e224c9d75,CID_519,2025-03-18T05:43:10.615Z,Point,80.109415,13.074543,Drug Possession,Illegal substances found during routine check,High,Pending Review,Narcotics Officer Surya,TNPD-652,CCTV Footage,,,night,organized_crime,,Person 68,Person 99,,+919769600205,+919554871799,
67e0f450f10dbf0e224c9d76,CID_520,2025-03-08T05:43:10.615Z,Point,80.238608,13.079789,Theft,Snatch theft near ATM,Medium,Open,Inspector Suresh,TNPD-609,DNA Sample,Weapon Found,,public_disturbance,,,Person 38,,,+916080222550,,
67e0f450f10dbf0e224c9d77,CID_521,2025-03-15T05:43:10.615Z,Point,80.271356,13.0313,Assault,Domestic violence reported,High,Open,Sub-Inspector Kumar,TNPD-146,Eyewitness Testimony,,,cyber,street_crime,night,Person 36,,,+917677403536,,
67e0f450f10dbf0e224c9d78,CID_522,2025-03-15T05:43:10.615Z,Point,80.178156,12.995503,Theft,Snatch theft near ATM,Medium,Pending Review,Inspector Suresh,TNPD-108,Phone Records,Eyewitness Testimony,,narcotics,,,Person 71,,,+919325833949,,
67e0f450f10dbf0e224c9d79,CID_523,2025-02-23T05:43:10.615Z,Point,80.286634,12.926899,Vandalism,Car vandalism in parking lot,Low,Under Investigation,Inspector Suresh,TNPD-896,Eyewitness Testimony,DNA Sample,Weapon Found,organized_crime,night,property_crime,,,,,,
67e0f450f10dbf0e224c9d7a,CID_524,2025-03-09T05:43:10.615Z,Point,80.27075,13.092834,Fraud,Online scam reported,Medium,Open,Inspector Meera,TNPD-586,Eyewitness Testimony,CCTV Footage,,public_disturbance,,,Person 28,Person 31,Person 52,+917091455728,+916029442343,+916474881465
67e0f450f10dbf0e224c9d7b,CID_525,2025-03-12T05:43:10.615Z,Point,80.143879,13.078762,Theft,Vehicle theft in parking lot,Medium,Closed,Officer Vijay,TNPD-733,Phone Records,,,street_crime,,,Person 63,Person 33,Person 60,+916140879359,+917518768800,+918340314843
67e0f450f10dbf0e224c9d7c,CID_526,2025-03-23T05:43:10.615Z,Point,80.104799,12.919948,Fraud,Credit card fraud at shopping mall,Medium,Open,Officer Priya,TNPD-674,CCTV Footage,,,night,property_crime,,Person 30,Person 36,,+917314006284,+917966091119,
67e0f450f10dbf0e224c9d7d,CID_527,2025-03-19T05:43:10.615Z,Point,80.109968,12.939121,Fraud,Online scam reported,Medium,Pending Review,Officer Priya,TNPD-851,Weapon Found,DNA Sample,CCTV Footage,property_crime,day,night,Person 5,Person 61,Person 10,+916568315221,+919964313392,+916645093564
67e0f450f10dbf0e224c9d7e,CID_528,2025-03-05T05:43:10.615Z,Point,80.2367,12.973476,Murder,Dead body found near railway track,Critical,Open,Officer Anita,TNPD-984,Phone Records,,,day,cyber,,,,,,,
67e0f450f10dbf0e224c9d7f,CID_529,2025-02-23T05:43:10.615Z,Point,80.10718,13.050466,Vandalism,Graffiti on government buildings,Low,Open,Officer Vijay,TNPD-109,Weapon Found,Phone Records,DNA Sample,violence,day,,,,,,,
67e0f450f10dbf0e224c9d80,CID_530,2025-03-09T05:43:10.615Z,Point,80.261525,12.969265,Human Trafficking,Illegal trafficking operation uncovered,Critical,Open,Narcotics Officer Surya,TNPD-452,DNA Sample,,,organized_crime,financial,,Person 65,Person 99,,+916082504965,+919822027480,
67e0f450f10dbf0e224c9d81,CID_531,2025-03-24T05:43:10.615Z,Point,80.135601,12.916238,Fraud,Online scam reported,Medium,Open,Officer Priya,TNPD-272,Weapon Found,DNA Sample,,organized_crime,property_crime,public_disturbance,,,,,,
67e0f450f10dbf0e224c9d82,CID_532,2025-03-06T05:43:10.615Z,Point,80.249361,12.967416,Kidnapping,Child kidnapping attempt foiled,Critical,Open,Officer Vijay,TNPD-775,DNA Sample,CCTV Footage,Phone Records,public_disturbance,violence,,,,,,,
67e0f450f10dbf0e224c9d83,CID_533,2025-03-08T05:43:10.615Z,Point,80.206786,13.061929,Kidnapping,Abduction case reported,Critical,Pending Review,Inspector Suresh,TNPD-712,CCTV Footage,,,street_crime,public_disturbance,,Person 97,Person 92,Person 10,+917713213352,+918493438828,+919162546885
67e0f450f10dbf0e224c9d84,CID_534,2025-02-28T05:43:10.615Z,Point,80.226054,13.085736,Murder,Dead body found near railway track,Critical,Under Investigation,Sub-Inspector Kumar,TNPD-932,Weapon Found,,,violence,,,Person 16,Person 95,Person 81,+918270575528,+917156273521,+916885046168
67e0f450f10dbf0e224c9d85,CID_535,2025-03-24T05:43:10.615Z,Point,80.156742,12.997216,Vandalism,Car vandalism in parking lot,Low,Open,Inspector Suresh,TNPD-661,DNA Sample,Eyewitness Testimony,,cyber,street_crime,,Person 5,Person 92,,+916686737339,+917414762972,
67e0f450f10dbf0e224c9d86,CID_536,2025-03-02T05:43:10.615Z,Point,80.161692,12.966534,Cyber Crime,Unauthorized access to personal data,Medium,Open,Cyber Crime Specialist Rajesh,TNPD-361,CCTV Footage,Phone Records,,cyber,,,Person 92,,,+918215038802,,
67e0f450f10dbf0e224c9d87,CID_537,2025-03-01T05:43:10.615Z,Point,80.171741,12.938668,Assault,Domestic violence reported,High,Under Investigation,Inspector Ramesh,TNPD-100,DNA Sample,,,day,cyber,public_disturbance,Person 38,Person 57,,+919701673798,+917056001351,
67e0f450f10dbf0e224c9d88,CID_538,2025-03-21T05:43:10.615Z,Point,80.204587,12.932862,Burglary,Shop break-in during midnight,High,Under Investigation,Officer Vijay,TNPD-362,Phone Records,Weapon Found,,cyber,organized_crime,,Person 42,Person 23,Person 50,+916244644944,+916602900885,+916532045518
67e0f450f10dbf0e224c9d89,CID_539,2025-02-26T05:43:10.615Z,Point,80.279111,12.934752,Vandalism,Graffiti on government buildings,Low,Under Investigation,Inspector Suresh,TNPD-454,Phone Records,,,public_disturbance,,,,,,,,
67e0f450f10dbf0e224c9d8a,CID_540,2025-03-09T05:43:10.615Z,Point,80.274395,13.067778,Theft,Snatch theft near ATM,Medium,Closed,Officer Vijay,TNPD-428,Weapon Found,Phone Records,,night,street_crime,,Person 71,Person 39,,+918188597228,+919614176383,
67e0f450f10dbf0e224c9d8b,CID_541,2025-03-19T05:43:10.615Z,Point,80.239023,12.993629,Arson,Deliberate fire set in warehouse,High,Closed,Officer Vijay,TNPD-199,CCTV Footage,,,public_disturbance,narcotics,cyber,Person 15,Person 83,Person 23,+916890259864,+918879130404,+916605071604
67e0f450f10dbf0e224c9d8c,CID_542,2025-03-20T05:43:10.615Z,Point,80.222049,12.935542,Fraud,Credit card fraud at shopping mall,Medium,Open,Officer Priya,TNPD-153,CCTV Footage,,,day,property_crime,,,,,,,
67e0f450f10dbf0e224c9d8d,CID_543,2025-03-24T05:43:10.615Z,Point,80.151502,12.948552,Arson,Deliberate fire set in warehouse,High,Open,Officer Vijay,TNPD-850,Weapon Found,,,day,financial,public_disturbance,Person 11,Person 26,Person 11,+917395571249,+916740490356,+917213893568
67e0f450f10dbf0e224c9d8e,CID_544,2025-03-24T05:43:10.615Z,Point,80.164941,12.949854,Vandalism,Graffiti on government buildings,Low,Open,Inspector Suresh,TNPD-648,Eyewitness Testimony,,,narcotics,,,Person 39,Person 13,,+918452687889,+917050870978,
67e0f450f10dbf0e224c9d8f,CID_545,2025-02-25T05:43:10.615Z,Point,80.190039,12.940451,Burglary,Shop break-in during midnight,High,Closed,Inspector Suresh,TNPD-224,Weapon Found,CCTV Footage,,narcotics,,,Person 76,,,+919251764692,,
67e0f450f10dbf0e224c9d90,CID_546,2025-02-23T05:43:10.615Z,Point,80.241556,12.931537,Hit and Run,Cyclist injured in hit-and-run accident,Critical,Under Investigation,Sub-Inspector Kumar,TNPD-450,DNA Sample,Eyewitness Testimony,Phone Records,street_crime,cyber,public_disturbance,Person 77,Person 63,Person 12,+919651208632,+919440040320,+919497017422
67e0f450f10dbf0e224c9d91,CID_547,2025-03-04T05:43:10.615Z,Point,80.273002,12.960406,Cyber Crime,Phishing attack on corporate accounts,Medium,Closed,Cyber Crime Specialist Rajesh,TNPD-605,DNA Sample,,,narcotics,,,Person 53,Person 90,Person 73,+916213948793,+918616010294,+919921207215
67e0f450f10dbf0e224c9d92,CID_548,2025-02-25T05:43:10.615Z,Point,80.139268,13.022549,Burglary,Home burglary in residential area,High,Closed,Officer Vijay,TNPD-301,Phone Records,,,day,property_crime,street_crime,Person 72,,,+917577355201,,
67e0f450f10dbf0e224c9d93,CID_549,2025-03-23T05:43:10.615Z,Point,80.172455,12.995309,Theft,Pickpocketing at railway station,Medium,Pending Review,Officer Vijay,TNPD-199,Eyewitness Testimony,Weapon Found,Phone Records,property_crime,,,,,,,,
67e0f450f10dbf0e224c9d94,CID_550,2025-03-08T05:43:10.615Z,Point,80.157014,12.950763,Vandalism,Graffiti on government buildings,Low,Pending Review,Inspector Suresh,TNPD-781,Eyewitness Testimony,CCTV Footage,Phone Records,financial,,,,,,,,
67e0f450f10dbf0e224c9d95,CID_551,2025-03-16T05:43:10.615Z,Point,80.184392,13.010724,Vandalism,Car vandalism in parking lot,Low,Open,Inspector Suresh,TNPD-556,DNA Sample,CCTV Footage,,street_crime,,,Person 20,Person 8,Person 71,+918999061314,+919105925506,+918470275310
67e0f450f10dbf0e224c9d96,CID_552,2025-03-20T05:43:10.615Z,Point,80.210163,13.041916,Human Trafficking,Illegal trafficking operation uncovered,Critical,Open,Narcotics Officer Surya,TNPD-657,Weapon Found,CCTV Footage,Phone Records,public_disturbance,night,cyber,,,,,,
67e0f450f10dbf0e224c9d97,CID_553,2025-02-27T05:43:10.615Z,Point,80.21207,13.063988,Cyber Crime,Phishing attack on corporate accounts,Medium,Under Investigation,Cyber Crime Specialist Rajesh,TNPD-962,Eyewitness Testimony,CCTV Footage,Weapon Found,violence,property_crime,public_disturbance,Person 54,,,+919582395585,,
67e0f450f10dbf0e224c9d98,CID_554,2025-03-19T05:43:10.615Z,Point,80.130157,12.953477,Arson,Deliberate fire set in warehouse,High,Open,Inspector Suresh,TNPD-806,Eyewitness Testimony,,,property_crime,,,Person 40,Person 91,Person 71,+916820414326,+919728250901,+917434007940
67e0f450f10dbf0e224c9d99,CID_555,2025-03-11T05:43:10.615Z,Point,80.229403,13.037435,Theft,Pickpocketing at railway station,Medium,Pending Review,Inspector Suresh,TNPD-280,Weapon Found,DNA Sample,CCTV Footage,property_crime,night,,Person 93,,,+916772386745,,
67e0f450f10dbf0e224c9d9a,CID_556,2025-03-17T05:43:10.615Z,Point,80.297689,13.08097,Theft,Pickpocketing at railway station,Medium,Open,Officer Vijay,TNPD-144,Weapon Found,Eyewitness Testimony,,violence,street_crime,,Person 83,,,+918006203755,,
67e0f450f10dbf0e224c9d9b,CID_557,2025-03-07T05:43:10.615Z,Point,80.134272,12.940223,Fraud,Online scam reported,Medium,Pending Review,Officer Priya,TNPD-167,Eyewitness Testimony,CCTV Footage,,street_crime,narcotics,,Person 9,Person 56,,+917608709624,+916181774476,
67e0f450f10dbf0e224c9d9c,CID_558,2025-03-17T05:43:10.615Z,Point,80.208041,12.900092,Kidnapping,Abduction case reported,Critical,Open,Officer Vijay,TNPD-694,Eyewitness Testimony,Weapon Found,Phone Records,property_crime,,,,,,,,
67e0f450f10dbf0e224c9d9d,CID_559,2025-03-21T05:43:10.615Z,Point,80.137802,12.97664,Vandalism,Car vandalism in parking lot,Low,Under Investigation,Officer Vijay,TNPD-974,DNA Sample,CCTV Footage,,narcotics,street_crime,,Person 14,Person 8,Person 63,+918050378344,+916348875979,+917047499925
67e0f450f10dbf0e224c9d9e,CID_560,2025-03-23T05:43:10.615Z,Point,80.168858,12.915675,Cyber Crime,Phishing attack on corporate accounts,Medium,Pending Review,Officer Arjun,TNPD-463,Weapon Found,,,cyber,,,,,,,,
67e0f450f10dbf0e224c9d9f,CID_561,2025-02-22T05:43:10.615Z,Point,80.273049,12.908215,Murder,Homicide case in residential complex,Critical,Under Investigation,Officer Anita,TNPD-677,Phone Records,CCTV Footage,Eyewitness Testimony,violence,public_disturbance,,Person 40,Person 84,Person 42,+918931316640,+917089358668,+919709947106
67e0f450f10dbf0e224c9da0,CID_562,2025-03-03T05:43:10.615Z,Point,80.218016,12.994213,Human Trafficking,Illegal trafficking operation uncovered,Critical,Pending Review,Officer Dinesh,TNPD-271,Eyewitness Testimony,Phone Records,CCTV Footage,public_disturbance,property_crime,,Person 41,,,+917056950143,,
67e0f450f10dbf0e224c9da1,CID_563,2025-02-27T05:43:10.615Z,Point,80.229486,12.995404,Assault,Domestic violence reported,High,Open,Sub-Inspector Kumar,TNPD-884,Weapon Found,Eyewitness Testimony,Phone Records,violence,narcotics,financial,Person 9,Person 4,,+916341332108,+919857633489,
67e0f450f10dbf0e224c9da2,CID_564,2025-03-02T05:43:10.615Z,Point,80.140506,12.938478,Theft,Pickpocketing at railway station,Medium,Closed,Inspector Suresh,TNPD-887,Eyewitness Testimony,,,financial,,,Person 54,Person 11,,+917403421310,+916485445492,
67e0f450f10dbf0e224c9da3,CID_565,2025-03-12T05:43:10.615Z,Point,80.212519,12.91429,Vandalism,Graffiti on government buildings,Low,Under Investigation,Officer Vijay,TNPD-580,CCTV Footage,,,violence,property_crime,day,Person 30,Person 12,Person 75,+918824051280,+918691592194,+918519345691
67e0f450f10dbf0e224c9da4,CID_566,2025-03-23T05:43:10.615Z,Point,80.1009,13.062813,Hit and Run,Speeding vehicle hit pedestrian and fled,Critical,Open,Officer Anita,TNPD-221,Weapon Found,,,narcotics,organized_crime,cyber,Person 54,,,+918659947129,,
67e0f450f10dbf0e224c9da5,CID_567,2025-03-17T05:43:10.615Z,Point,80.299444,12.927738,Drug Possession,Illegal substances found during routine check,High,Pending Review,Narcotics Officer Surya,TNPD-814,CCTV Footage,,,public_disturbance,cyber,financial,Person 85,,,+916721955853,,
67e0f450f10dbf0e224c9da6,CID_568,2025-03-04T05:43:10.615Z,Point,80.264062,13.012402,Human Trafficking,Illegal trafficking operation uncovered,Critical,Open,Officer Dinesh,TNPD-508,Weapon Found,Eyewitness Testimony,,night,day,,Person 36,,,+916338068036,,
67e0f450f10dbf0e224c9da7,CID_569,2025-03-17T05:43:10.615Z,Point,80.239668,13.008346,Kidnapping,Child kidnapping attempt foiled,Critical,Under Investigation,Inspector Suresh,TNPD-282,CCTV Footage,,,cyber,property_crime,violence,Person 74,Person 1,,+917706205171,+919151602737,
67e0f450f10dbf0e224c9da8,CID_570,2025-03-24T05:43:10.615Z,Point,80.271304,12.916426,Theft,Vehicle theft in parking lot,Medium,Pending Review,Inspector Suresh,TNPD-306,Eyewitness Testimony,Phone Records,,narcotics,property_crime,,Person 29,Person 95,Person 67,+919883032194,+919423807878,+917322516441
67e0f450f10dbf0e224c9da9,CID_571,2025-03-04T05:43:10.615Z,Point,80.289253,13.015835,Theft,Snatch theft near ATM,Medium,Pending Review,Officer Vijay,TNPD-306,DNA Sample,CCTV Footage,Weapon Found,narcotics,violence,public_disturbance,Person 80,Person 69,Person 69,+918491670300,+918882764821,+919376056442
67e0f450f10dbf0e224c9daa,CID_572,2025-03-24T05:43:10.615Z,Point,80.173389,13.091501,Vandalism,Car vandalism in parking lot,Low,Under Investigation,Inspector Suresh,TNPD-817,Eyewitness Testimony,,,night,street_crime,,Person 43,Person 97,,+919056939828,+916086395603,
67e0f450f10dbf0e224c9dab,CID_573,2025-02-25T05:43:10.615Z,Point,80.124322,12.934399,Theft,Pickpocketing at railway station,Medium,Pending Review,Officer Vijay,TNPD-974,CCTV Footage,,,narcotics,day,public_disturbance,,,,,,
67e0f450f10dbf0e224c9dac,CID_574,2025-03-22T05:43:10.615Z,Point,80.147115,13.009739,Hit and Run,Cyclist injured in hit-and-run accident,Critical,Pending Review,Sub-Inspector Kumar,TNPD-258,Weapon Found,Eyewitness Testimony,Phone Records,night,day,property_crime,Person 9,Person 29,Person 75,+917872650173,+916674247811,+919057610217
67e0f450f10dbf0e224c9dad,CID_575,2025-03-09T05:43:10.615Z,Point,80.271559,12.963919,Drug Possession,Illegal substances found during routine check,High,Under Investigation,Narcotics Officer Surya,TNPD-428,Phone Records,,,night,day,,Person 79,Person 78,,+916023181436,+918489116746,
67e0f450f10dbf0e224c9dae,CID_576,2025-03-24T05:43:10.615Z,Point,80.189417,12.956137,Theft,Vehicle theft in parking lot,Medium,Under Investigation,Inspector Suresh,TNPD-391,Phone Records,Eyewitness Testimony,,night,,,Person 12,Person 35,,+917304064252,+916344987658,
67e0f450f10dbf0e224c9daf,CID_577,2025-03-16T05:43:10.615Z,Point,80.23076,12.990521,Extortion,Business owner threatened for money,High,Open,Officer Priya,TNPD-322,Phone Records,,,financial,organized_crime,,Person 62,Person 52,Person 29,+919218831966,+917538141299,+916913936608
67e0f450f10dbf0e224c9db0,CID_578,2025-03-09T05:43:10.615Z,Point,80.190243,12.933734,Murder,Gang violence led to fatality,Critical,Under Investigation,Sub-Inspector Kumar,TNPD-231,Eyewitness Testimony,,,street_crime,public_disturbance,narcotics,Person 10,,,+918288723131,,
67e0f450f10dbf0e224c9db1,CID_579,2025-03-22T05:43:10.615Z,Point,80.141188,13.073341,Assault,Domestic violence reported,High,Under Investigation,Inspector Ramesh,TNPD-909,CCTV Footage,,,violence,organized_crime,,Person 58,,,+916592893276,,
67e0f450f10dbf0e224c9db2,CID_580,2025-02-25T05:43:10.615Z,Point,80.171073,12.984471,Vandalism,Car vandalism in parking lot,Low,Open,Officer Vijay,TNPD-935,DNA Sample,CCTV Footage,,violence,cyber,,Person 6,Person 50,Person 54,+916671767196,+917814161193,+919700320997
67e0f450f10dbf0e224c9db3,CID_581,2025-03-07T05:43:10.615Z,Point,80.203104,12.917703,Extortion,Criminal gang demanding protection money,High,Under Investigation,Inspector Meera,TNPD-656,Weapon Found,,,public_disturbance,,,Person 37,Person 89,,+917428841516,+919224024666,
67e0f450f10dbf0e224c9db4,CID_582,2025-02-28T05:43:10.615Z,Point,80.113482,12.943174,Arson,Suspected arson at marketplace,High,Open,Inspector Suresh,TNPD-672,Weapon Found,CCTV Footage,,street_crime,day,,Person 76,Person 35,Person 11,+916975227648,+918568849924,+916027003503
67e0f450f10dbf0e224c9db5,CID_583,2025-03-19T05:43:10.615Z,Point,80.283337,12.99621,Theft,Snatch theft near ATM,Medium,Pending Review,Officer Vijay,TNPD-434,Phone Records,,,financial,property_crime,day,,,,,,
67e0f450f10dbf0e224c9db6,CID_584,2025-03-04T05:43:10.615Z,Point,80.166692,12.933863,Murder,Dead body found near railway track,Critical,Under Investigation,Inspector Ramesh,TNPD-634,Phone Records,Eyewitness Testimony,CCTV Footage,violence,,,,,,,,
67e0f450f10dbf0e224c9db7,CID_585,2025-03-19T05:43:10.615Z,Point,80.138093,13.050887,Fraud,Online scam reported,Medium,Open,Officer Priya,TNPD-473,Phone Records,,,financial,,,Person 62,Person 21,Person 67,+917891414273,+916119950912,+916068729100
